"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1868434732540969061","Mon Dec 16 12:51:42 +0000 2024","0","@guyonanx Selain air laut yg meninggi permukaan tanah Jakarta memang terjadi penurunan","1868640142191378665","","guyonanx","in","","0","0","0","https://x.com/undefined/status/1868640142191378665","1088388976510099457",
"1868434732540969061","Mon Dec 16 10:46:21 +0000 2024","21","@guyonanx Jakarta makin berat...dengan dosa2 penghuni dan penguasanya . Laju penurunan tanah di jakarta itu 2 - 15 cm pertahun. Bahkan di area lain bisa mencapai lebih dari itu https://t.co/G2v78Fr5lk","1868608597141459050","https://pbs.twimg.com/media/Ge6hnckbQAAh8xs.jpg","guyonanx","in","","0","1","1","https://x.com/undefined/status/1868608597141459050","1603653519839330304",
"1868544588409078016","Mon Dec 16 06:32:00 +0000 2024","7","Sejumlah wilayah di Jakut dilanda banjir akibat naiknya air laut. Salah satu kendala mengatasi banjir rob di pesisir Jakarta salah satunya ialah penurunan tanah. https://t.co/J9fJvByvQt","1868544588409078016","","","in","","0","1","2","https://x.com/undefined/status/1868544588409078016","69183155",
"1868192418455224473","Sun Dec 15 08:12:34 +0000 2024","2","@msaid_didu Ya udah lu timbun aja. Gitu aja kok repot. Jakarta dan sekitarnya mengalami penurunan level tanah. Lu bantu aja well.","1868207510483865922","","msaid_didu","in","","0","0","0","https://x.com/undefined/status/1868207510483865922","873925362740113410",
"1867822519312658537","Sat Dec 14 17:03:03 +0000 2024","0","@adarwis Penurunan tanah Jakarta mod bukan air lautnya yang naik","1867978621241143464","","adarwis","in","","0","0","0","https://x.com/undefined/status/1867978621241143464","1018175507748147201",
"1865709406425370789","Sun Dec 08 10:46:00 +0000 2024","0","BIG Bakal Perbaharui Data Penurunan Tanah di Utara Jawa Dimulai dari Jakarta https://t.co/8dMsNP0u1H","1865709406425370789","","","in","","0","0","0","https://x.com/undefined/status/1865709406425370789","1578222594",
"1865641810187669649","Sun Dec 08 06:17:24 +0000 2024","0","BIG Pantau Penurunan Tanah dan Kenaikan Air Laut di Jakarta Utara Baca selengkapnya di https://t.co/erhIQRFxHF #berita #hukum #politik #ekonomi https://t.co/qiEfpzWTE0","1865641810187669649","https://pbs.twimg.com/ext_tw_video_thumb/1865641782454927360/pu/img/TAnMBxY2V9Y-TbsH.jpg","","in","","0","0","0","https://x.com/undefined/status/1865641810187669649","1846151276167680001",
"1864848937825505291","Fri Dec 06 01:58:50 +0000 2024","0","Pada kesempatan ini ia menekankan bahwa pemetaan dapat dimanfaatkan secara optimal untuk mendukung upaya proteksi lingkungan. Selain ke Kawasan mangrove peserta dari 24 negara juga diajak mengamati langsung fenomena penurunan muka tanah di kawasan Kota Tua Jakarta.","1864851966930883054","","InfoGeospasial","in","","0","1","0","https://x.com/undefined/status/1864851966930883054","606130780",
"1864240581851148788","Wed Dec 04 09:29:25 +0000 2024","0","Just for fun info: IKN dibangun supaya pemodal punya tempat karena di Jakarta udah nggak laku (Apartemen kosong lahan sempit tanah ambles macet dll) Which is funny really","1864240581851148788","","","in","","0","0","0","https://x.com/undefined/status/1864240581851148788","1597567252882411521",
"1862439077804745170","Fri Nov 29 10:11:15 +0000 2024","0","Pemerintah menetapkan mega proyek Giant Sea Wall (GSW) dari Jakarta hingga Cirebon sebagai Proyek Strategis Nasional (PSN). Proyek ini dirancang untuk mengatasi ancaman banjir rob dan penurunan permukaan tanah (land subsidence) yang terus mengancam kawasan Pantai Utara Jawa.","1862439171455164934","","GNFI","in","","0","1","0","https://x.com/undefined/status/1862439171455164934","39677695",
"1861671282468696283","Wed Nov 27 07:19:56 +0000 2024","1","AHY menekankan pentingnya pemimpin inovatif untuk Jakarta. Ia soroti tantangan banjir rob dan penurunan tanah serta kolaborasi dengan pemerintah pusat. https://t.co/si5y1G22Rs","1861671282468696283","","","in","","0","0","0","https://x.com/undefined/status/1861671282468696283","135795460",
